fish_id,group,clutch,timepoint_h,amplitude_fit,decay_constant_fit,offset_fit,tau_se,r2,rmse,n_points,converged,tau_at_bound,tau_loglin,n_dropped,frac_dropped,baseline_locomotion,mean_distance_obs,resp_prob_block1_obs,resp_prob_block6_obs,amplitude_supplied,decay_constant_supplied,offset_supplied,tau_diff
fish_004,sham,clutch_A,0.5,10.380919051383968,5.644730659272962,1.9022796057114657,0.974598614312175,0.8719773483574325,1.0522663234571334,30,True,False,7.6865251773098215,11,0.36666666666666664,91.41,4.023166666666667,1.0,0.6,10.381,5.645,1.902,-0.00026934072703799217
fish_004,sham,clutch_A,1.0,10.029011872853335,4.87972742801868,2.3005072557914046,0.9347775675198161,0.835799882423506,1.1498193134279648,30,True,False,13.252148039342378,10,0.3333333333333333,85.54,4.1008,1.0,0.8,10.029,4.88,2.301,-0.00027257198131991345
fish_004,sham,clutch_A,5.0,9.660896473212649,5.841615633785219,2.3287279627609982,0.7029062243668086,0.9348714416043432,0.6775942520303625,30,True,False,8.088777485054125,12,0.4,95.14,4.363466666666667,1.0,0.6,9.661,5.842,2.329,-0.0003843662147806626
fish_004,sham,clutch_A,24.0,8.614383643172669,7.272698891787544,2.019671693276146,1.3010903537723952,0.8863981845862887,0.8357252171744015,30,True,False,7.604654396409862,5,0.16666666666666666,96.41,4.218733333333333,1.0,0.4,8.614,7.273,2.02,-0.0003011082124553255
fish_005,sham,clutch_A,-1.0,9.890828630741288,5.906868371294998,2.226625678674536,0.9356785853947754,0.8930260195792237,0.9109189125735048,30,True,False,9.36492340072177,10,0.3333333333333333,101.47,4.3304,1.0,0.8,9.891,5.907,2.227,-0.00013162870500238455
fish_005,sham,clutch_A,0.5,10.478600600881933,5.663397064663507,2.2581392495181363,0.9675433747715707,0.8745577146314482,1.0503247827051614,30,True,False,8.247042580052659,8,0.26666666666666666,87.82,4.405266666666666,1.0,0.4,10.479,5.663,2.258,0.0003970646635069741
fish_005,sham,clutch_A,1.0,8.701725893039852,10.768714920366909,1.4263804173969556,2.1504040334244485,0.9094358312706375,0.7343457763308785,30,True,False,8.4024401359996,3,0.1,87.9,4.495466666666667,0.6,0.6,8.702,10.769,1.426,-0.00028507963309110096
fish_005,sham,clutch_A,5.0,8.453867755966577,11.118587093768475,1.5204656144560706,2.802615325304293,0.8683511820176155,0.8765744280720084,30,True,False,8.436984278021912,2,0.06666666666666667,91.74,4.576066666666667,1.0,0.4,8.454,11.119,1.52,-0.0004129062315243459
fish_005,sham,clutch_A,24.0,9.643812552755284,10.372452479331836,1.4908651752084805,1.885353133137905,0.92002408641665,0.76366864794573,30,True,False,9.36869090888273,4,0.13333333333333333,91.15,4.794566666666666,0.8,0.4,9.644,10.372,1.491,0.0004524793318356757
fish_006,sham,clutch_A,-1.0,9.861189631188466,5.244732424399266,1.8739606415840828,0.6428608921117122,0.9281465333431331,0.7181300431913079,30,True,False,6.737326083573559,11,0.36666666666666664,93.49,3.7613000000000003,0.8,0.2,9.861,5.245,1.874,-0.0002675756007342045
fish_006,sham,clutch_A,0.5,9.396698999253685,3.172618826178896,2.048893845037109,0.4810229639376251,0.8777644769411632,0.8304331510825242,30,True,False,7.9196993610972415,17,0.5666666666666667,95.13,3.2073666666666667,0.6,0.8,9.397,3.173,2.049,-0.00038117382110414155
fish_006,sham,clutch_A,1.0,9.042687927791917,3.116318207871732,1.9514179698132679,0.5577832929263806,0.8371864848865385,0.9405736694209472,30,True,False,12.972719505660244,12,0.4,104.81,3.049433333333333,1.0,0.4,9.043,3.116,1.951,0.00031820787173186815
fish_006,sham,clutch_A,5.0,9.81428375974097,3.3502822850936593,1.9188465014887506,0.5171482179314724,0.8746922240102172,0.8905324905166866,30,True,False,11.448203116199132,12,0.4,97.15,3.1864,1.0,0.8,9.814,3.35,1.919,0.00028228509365924026
fish_006,sham,clutch_A,24.0,10.63700785050949,2.6608190590396688,1.8615139424071119,0.4679927464600763,0.840512771913847,1.0541726666100353,30,True,False,11.7029802110468,5,0.16666666666666666,90.83,2.9933,1.0,0.2,10.637,2.661,1.862,-0.00018094096033127727
fish_007,sham,clutch_A,-1.0,10.204719807576442,7.873954199668389,1.751371802156391,1.1343529113512216,0.9288372064345338,0.7675508755698582,30,True,False,7.396761080330885,8,0.26666666666666666,99.13,4.540266666666667,1.0,0.4,10.205,7.874,1.751,-4.580033161083463e-05
fish_007,sham,clutch_A,0.5,10.074733299048825,6.728797447598055,2.358362861234194,0.9161615375482954,0.9261151292032457,0.7672722064845179,30,True,False,7.963522999742898,5,0.16666666666666666,98.41,4.761966666666666,1.0,0.4,10.075,6.729,2.358,-0.00020255240194533286
fish_007,sham,clutch_A,1.0,11.01212631179609,7.989861010498538,1.8503569992883162,1.3318540655142597,0.9082931149439716,0.9510546839120534,30,True,False,7.178122621617718,9,0.3,82.24,4.897533333333333,1.0,0.8,11.012,7.99,1.85,-0.0001389895014618503
fish_007,sham,clutch_A,5.0,10.384839886724487,8.079028609523217,1.662606961866328,1.357522765700856,0.907975037770163,0.8986895185664824,30,True,False,9.305499243951827,9,0.3,91.91,4.563366666666667,1.0,0.8,10.385,8.079,1.663,2.8609523216260868e-05
fish_007,sham,clutch_A,24.0,10.545919381944524,8.404439759191632,1.708469991375599,1.759732085475355,0.8691669837119329,1.1121678755411935,30,True,False,10.487043951513616,6,0.2,94.47,4.753866666666667,1.0,0.6,10.546,8.404,1.708,0.00043975919163230515
fish_008,sham,clutch_A,-1.0,8.556765023800786,5.541430560791252,2.232338522705693,1.0583369348181333,0.8461598318415681,0.9627427389336521,30,True,False,12.757111558581025,6,0.2,95.18,3.9520999999999997,1.0,0.6,8.557,5.541,2.232,0.0004305607912513665
fish_008,sham,clutch_A,0.5,8.468812957347051,7.108194602581211,1.796548082134216,1.3738607781684058,0.867366787419417,0.896325546733044,30,True,False,8.265348692613909,6,0.2,98.11,3.916000000000001,1.0,0.0,8.469,7.108,1.797,0.00019460258121117846
fish_008,sham,clutch_A,1.0,9.27062296999311,9.135336346740889,0.5866319517744136,2.175682108073641,0.850157568717248,1.0554743109525926,30,True,False,8.66314592735624,5,0.16666666666666666,93.72,3.4552666666666667,1.0,0.0,9.271,9.135,0.587,0.0003363467408892262
fish_008,sham,clutch_A,5.0,9.192354915410037,5.98799412688969,2.1512294200943027,1.1868657368676325,0.8433779127286924,1.0558294247071913,30,True,False,10.918591375088688,6,0.2,86.12,4.130199999999999,0.8,0.8,9.192,5.988,2.151,-5.873110310083973e-06
fish_008,sham,clutch_A,24.0,7.3653012342322315,5.686184142345579,2.4935175227650594,1.5050753883939825,0.7443876686611217,1.142899359415391,30,True,False,10.335973701357466,4,0.13333333333333333,94.9,4.0081,1.0,0.2,7.365,5.686,2.494,0.00018414234557884157
fish_009,sham,clutch_A,-1.0,8.746765258565077,7.01758571671164,1.6182286282259613,1.0945420969263648,0.9084412249825619,0.7509749547295694,30,True,False,7.8292742930178605,6,0.2,97.89,3.782966666666667,1.0,0.4,8.747,7.018,1.618,-0.0004142832883600178
fish_009,sham,clutch_A,0.5,9.2951218126793,6.176989372866615,1.6956931604128949,1.1260032574079715,0.8669611628435809,0.9739201452882047,30,True,False,11.695949679731145,9,0.3,94.61,3.7525333333333335,0.8,0.6,9.295,6.177,1.696,-1.0627133384844e-05
fish_009,sham,clutch_A,5.0,8.38668680274358,8.890066502992495,1.0879160115601265,2.168252253236516,0.8395411219505367,0.9954046467328004,30,True,False,12.826799358433215,5,0.16666666666666666,90.46,3.6256333333333335,1.0,0.4,8.387,8.89,1.088,6.650299249422176e-05
fish_009,sham,clutch_A,24.0,9.465023619110791,6.272312826794001,1.7705955312475965,1.1375298635217739,0.8695016363186417,0.9823614565020352,30,True,False,9.853879521178829,7,0.23333333333333334,91.34,3.8935333333333326,1.0,0.2,9.465,6.272,1.771,0.00031282679400046476
fish_010,sham,clutch_A,-1.0,11.179492690112122,4.5419644500859935,2.2130004917817643,0.5461250135559925,0.9259745868871231,0.8071813464634787,30,True,False,10.021311242802286,4,0.13333333333333333,90.57,4.096166666666666,0.8,0.2,11.179,4.542,2.213,-3.554991400633867e-05
fish_010,sham,clutch_A,0.5,9.311568544431351,6.632557466454188,2.247498393445047,1.165676961461455,0.8813659715097747,0.9200440253504019,30,True,False,11.088358083221472,4,0.13333333333333333,99.89,4.441166666666667,0.8,0.6,9.312,6.633,2.247,-0.0004425335458115853
fish_010,sham,clutch_A,1.0,8.84254007944383,6.8485428071762,2.455816577292905,0.8926594217108326,0.9328571664344044,0.6405044690008341,30,True,False,7.237289097516706,6,0.2,92.7,4.598233333333334,1.0,1.0,8.843,6.849,2.456,-0.00045719282380041193
fish_010,sham,clutch_A,5.0,10.83591529487866,8.983653187931875,1.1535614121446804,1.8555179924611893,0.8808016723950027,1.0817914393921615,30,True,False,8.515493625397243,5,0.16666666666666666,85.83,4.460800000000001,1.0,0.0,10.836,8.984,1.154,-0.0003468120681251463
fish_010,sham,clutch_A,24.0,8.812725922461178,7.075237859791185,2.6169976936186474,1.7903135097720102,0.7916106272086046,1.223460408021412,30,True,False,9.91374916291773,3,0.1,94.04,4.813633333333332,1.0,0.6,8.813,7.075,2.617,0.00023785979118517986
fish_011,sham,clutch_A,-1.0,8.987639140302694,8.455440981572508,1.901210606494255,1.9107455116266736,0.8517035326202289,1.0193363273568197,30,True,False,10.863513075318178,2,0.06666666666666667,89.57,4.509799999999999,1.0,0.6,8.988,8.455,1.901,0.0004409815725079369
fish_011,sham,clutch_A,0.5,8.757028062966043,6.545561547161243,2.6650054780969286,1.393699131500746,0.833475084724667,1.052962208694944,30,True,False,9.602350654783422,5,0.16666666666666666,94.67,4.704266666666667,1.0,0.4,8.757,6.546,2.665,-0.0004384528387575415
fish_011,sham,clutch_A,1.0,8.230967102809217,8.586732104969476,2.2918881347213724,1.7268873587297189,0.8807069939847448,0.8231714170797516,30,True,False,9.948281479316863,9,0.3,98.68,4.711799999999999,0.8,0.6,8.231,8.587,2.292,-0.0002678950305234906
fish_011,sham,clutch_A,5.0,9.387356793355007,12.613792642208418,0.9462015425835565,3.554933366993439,0.8643105617847149,0.9694235717678662,30,True,False,11.914717247539999,5,0.16666666666666666,98.82,4.671133333333332,1.0,0.6,9.387,12.614,0.946,-0.00020735779158265188
fish_011,sham,clutch_A,24.0,11.039009157506863,15.600063266010409,0.11377772774677868,4.618253028071111,0.8905968069231203,0.9555179221714146,30,True,False,9.277937553398017,7,0.23333333333333334,78.71,5.173866666666668,1.0,0.4,11.039,15.6,0.114,6.326601040917978e-05
fish_012,sham,clutch_A,-1.0,8.02781883755228,4.923275387922066,2.268624324235029,0.817250778330323,0.871936364487181,0.7970080371858443,30,True,False,9.398768479299855,10,0.3333333333333333,95.62,3.7210999999999994,0.6,0.8,8.028,4.923,2.269,0.0002753879220662725
fish_012,sham,clutch_A,0.5,8.402728394774009,3.1573750672950487,2.2181659565324527,0.5441087785191769,0.8474517009026115,0.8433614026425164,30,True,False,13.026468395157758,15,0.5,84.7,3.249866666666667,1.0,0.4,8.403,3.157,2.218,0.0003750672950486589
fish_012,sham,clutch_A,1.0,8.773620719940286,2.931095272893886,1.6878334130251347,0.6362344256705961,0.7766158571778565,1.0944852458382364,30,True,False,9.587478730489686,15,0.5,95.68,2.699533333333333,1.0,0.6,8.774,2.931,1.688,9.527289388611138e-05
fish_012,sham,clutch_A,5.0,8.690305241886168,3.901017958386806,1.5217314765506338,0.7549794036688359,0.8209614947687099,1.0055408948394156,30,True,False,11.125898203896131,10,0.3333333333333333,95.85,2.8022,1.0,0.4,8.69,3.901,1.522,1.7958386806071758e-05
fish_012,sham,clutch_A,24.0,9.535255306592468,2.676908459209176,2.1938877856630237,0.5371709422312463,0.8019511941749036,1.0795545008187528,30,True,False,14.768073939333163,7,0.23333333333333334,95.34,3.2135000000000007,0.8,0.6,9.535,2.677,2.194,-9.154079082396294e-05
fish_013,sham,clutch_A,-1.0,8.627003975498544,5.484303998142704,2.181343375657082,1.0429208361623548,0.8464315531727303,0.9682067234856852,30,True,False,10.804608932626167,13,0.43333333333333335,93.81,3.8993333333333333,0.8,0.6,8.627,5.484,2.181,0.00030399814270420933
fish_013,sham,clutch_A,0.5,9.138835079916303,5.666126627411173,2.1753973760535628,0.9156671049926141,0.8862877578825423,0.8664186546227153,30,True,False,7.882489216139485,4,0.13333333333333333,98.58,4.048799999999999,1.0,0.6,9.139,5.666,2.175,0.00012662741117264176
fish_013,sham,clutch_A,1.0,9.66575502977106,7.4688329870480885,1.7852915609503583,1.1238309830934796,0.9188631982565608,0.7792926633913979,30,True,False,8.362474012441973,7,0.23333333333333334,103.98,4.310066666666668,1.0,0.4,9.666,7.469,1.785,-0.00016701295191179355
fish_013,sham,clutch_A,5.0,8.578591932901945,5.7767042848516565,2.5129585775720984,1.0637605728717678,0.8587875536623133,0.9230707881690268,30,True,False,9.014338255327898,6,0.2,94.63,4.301933333333333,1.0,0.4,8.579,5.777,2.513,-0.00029571514834358936
fish_014,sham,clutch_A,-1.0,10.612377621044898,3.97762481787157,2.3429322387457785,0.5417894371581217,0.902983126969024,0.8653766238733517,30,True,False,10.267137935683458,12,0.4,93.82,3.9334333333333333,1.0,0.4,10.612,3.978,2.343,-0.0003751821284301293
fish_014,sham,clutch_A,0.5,11.072942022040147,7.297304920620676,1.2685540449933317,0.951780978532261,0.9364202500195403,0.7820253234708783,30,True,False,7.666419795090526,9,0.3,93.9,4.1035,1.0,0.6,11.073,7.297,1.269,0.000304920620676441
fish_014,sham,clutch_A,5.0,11.279387996436665,6.115445933323519,1.8550288370251384,0.8140692344001819,0.9238216598529929,0.865383070279446,30,True,False,8.027897397238842,7,0.23333333333333334,89.97,4.328966666666667,1.0,0.4,11.279,6.115,1.855,0.0004459333235189433
fish_014,sham,clutch_A,24.0,9.861898378077417,5.628442711392875,2.312247900989123,0.9517325555117799,0.8763554367313972,0.979572236862809,30,True,False,7.8731230060336275,8,0.26666666666666666,89.85,4.321933333333333,1.0,0.4,9.862,5.628,2.312,0.0004427113928748838
fish_015,sham,clutch_A,-1.0,9.281178559475372,5.220371306098686,2.586705148730177,1.0007649582968847,0.8404283908782548,1.0577288341472213,30,True,False,8.442661343818605,10,0.3333333333333333,82.68,4.3557,1.0,0.8,9.281,5.22,2.587,0.00037130609868629705
fish_015,sham,clutch_A,0.5,8.261044308681296,6.787729730014117,2.8894426020204307,1.3416138161954485,0.8570209475502055,0.9104162520335131,30,True,False,10.779183143594349,10,0.3333333333333333,102.79,4.8754333333333335,1.0,0.6,8.261,6.788,2.889,-0.000270269985882976
fish_015,sham,clutch_A,1.0,10.227952618839819,8.71175275484367,1.9616020418028257,1.5232120570848817,0.9085569568873577,0.8814499331887303,30,True,False,7.604723960036266,4,0.13333333333333333,90.14,5.005,1.0,0.6,10.228,8.712,1.962,-0.0002472451563289013
fish_015,sham,clutch_A,5.0,8.910665606078393,10.764729918011076,1.9173179919246781,2.8131151490263258,0.854237468246604,0.9843889965160715,30,True,False,8.358792134962084,4,0.13333333333333333,93.44,5.0592,1.0,0.2,8.911,10.765,1.917,-0.00027008198892453095
fish_015,sham,clutch_A,24.0,9.13947186286172,12.235583431294744,1.278905691014032,2.707840527849158,0.9079131111796267,0.763122575493067,30,True,False,10.43182733718592,4,0.13333333333333333,94.5,4.826499999999999,1.0,0.2,9.139,12.236,1.279,-0.0004165687052566369
fish_016,low_impact,clutch_A,-1.0,8.805750411989768,5.685069197585734,2.270055550422589,0.7811107291710719,0.9153002515836869,0.709317117494996,30,True,False,9.407721425918592,5,0.16666666666666666,82.9,4.080533333333333,1.0,0.4,8.806,5.685,2.27,6.919758573431523e-05
fish_016,low_impact,clutch_A,0.5,10.464153972516309,10.066146910035007,1.6911445957324602,1.8567214045023908,0.9147122244229553,0.8607334952626496,30,True,False,9.422078824586924,5,0.16666666666666666,90.91,5.192266666666666,1.0,0.6,10.464,10.066,1.691,0.00014691003500644229
fish_016,low_impact,clutch_A,1.0,10.99352808038268,9.892188126117208,1.118103330792538,1.3000399278504668,0.9537905154914684,0.6528342521014958,30,True,False,9.364919232481926,4,0.13333333333333333,75.1,4.745766666666667,1.0,0.4,10.994,9.892,1.118,0.00018812611720875339
fish_016,low_impact,clutch_A,5.0,7.919025016208976,5.562742432140452,2.59737753378606,1.020284214068764,0.8567014187070856,0.8550733126399862,30,True,False,9.25473775469832,7,0.23333333333333334,77.89,4.1944,1.0,0.6,7.919,5.563,2.597,-0.0002575678595473363
fish_016,low_impact,clutch_A,24.0,9.786063864903852,7.087364050996794,1.6151540492389413,1.1999529492097858,0.8947227292116542,0.9083928922792608,30,True,False,11.692194976556728,8,0.26666666666666666,88.48,4.058033333333333,1.0,0.4,9.786,7.087,1.615,0.00036405099679459596
fish_017,low_impact,clutch_A,-1.0,8.640916673012438,6.722134989414447,1.7621926754176098,1.2681495558995062,0.8670815441980221,0.9121347241896128,30,True,False,8.787916204153866,8,0.26666666666666666,98.58,3.821933333333333,1.0,0.2,8.641,6.722,1.762,0.0001349894144464514
fish_017,low_impact,clutch_A,0.5,10.018851923657452,8.628194669716049,2.2082072919337645,1.93706856495203,0.8562805806306173,1.1152539441979166,30,True,False,8.872335721846449,5,0.16666666666666666,86.13,5.1655999999999995,1.0,0.4,10.019,8.628,2.208,0.00019466971604842342
fish_017,low_impact,clutch_A,1.0,9.84784353137601,7.87456237569977,1.5126604859679718,1.4337471607459806,0.8909753313533048,0.9360966620459662,30,True,False,10.743081750577245,8,0.26666666666666666,84.52,4.204199999999999,0.8,0.4,9.848,7.875,1.513,-0.00043762430022997734
fish_017,low_impact,clutch_A,5.0,8.441746705220462,7.115537346219176,1.7580936459326597,1.4847180531120778,0.8488638298180986,0.9641449903227682,30,True,False,11.5518065105285,7,0.23333333333333334,94.74,3.872666666666667,1.0,0.2,8.442,7.116,1.758,-0.0004626537808238851
fish_018,low_impact,clutch_A,-1.0,9.389992707748485,4.214543445196521,2.640666571565371,0.7390259952201887,0.8511599539526274,0.9883766061192362,30,True,False,11.835304017478482,6,0.2,91.43,4.121300000000001,1.0,0.6,9.39,4.215,2.641,-0.00045655480347850386
fish_018,low_impact,clutch_A,0.5,10.546604332613931,6.748796184100111,2.2878417615351743,1.1661012528062487,0.8864096310944757,1.0182119169086024,30,True,False,9.128669535052676,9,0.3,86.64,4.810566666666667,1.0,0.6,10.547,6.749,2.288,-0.00020381589988893722
fish_018,low_impact,clutch_A,1.0,9.673136152413209,6.707197074600119,1.8285286628534057,1.1055120334974335,0.8950598635555767,0.8928352945181482,30,True,False,7.802759657701433,7,0.23333333333333334,83.05,4.129833333333333,0.6,0.8,9.673,6.707,1.829,0.00019707460011897382
fish_018,low_impact,clutch_A,5.0,7.7903948846907465,4.660833785481968,2.485450305096353,0.9377104326413193,0.8187549357164209,0.9404457554583076,30,True,False,10.36739366105148,5,0.16666666666666666,79.16,3.828100000000001,1.0,0.4,7.79,4.661,2.485,-0.00016621451803189302
fish_018,low_impact,clutch_A,24.0,9.920135623179075,5.200865960386033,1.4649006367959547,0.7072259297550345,0.9126286421219735,0.8023139854617622,30,True,False,5.596818560884238,5,0.16666666666666666,98.55,3.3494,1.0,0.2,9.92,5.201,1.465,-0.00013403961396640796
fish_019,low_impact,clutch_A,-1.0,11.068992595338907,4.877829686059627,2.342141321868491,0.6141582392359034,0.9217559026013076,0.8341281725809798,30,True,False,8.785420747375316,5,0.16666666666666666,88.56,4.328433333333334,1.0,0.8,11.069,4.878,2.342,-0.0001703139403730347
fish_019,low_impact,clutch_A,0.5,10.951874274753138,7.525891918983105,3.015056172444712,0.9347669621155471,0.943658502064486,0.7262781053050925,30,True,False,7.616356113140544,4,0.13333333333333333,78.54,5.894566666666666,0.8,0.4,10.952,7.526,3.015,-0.00010808101689452343
fish_019,low_impact,clutch_A,1.0,10.10541011304621,8.047926135165806,2.394165065721713,1.3974543994923123,0.9019617894630801,0.9056023808872632,30,True,False,7.462731432275028,3,0.1,81.88,5.207666666666667,1.0,0.6,10.105,8.048,2.394,-7.386483419402623e-05
fish_019,low_impact,clutch_A,5.0,8.76686432464889,7.870278033293021,2.0593825815955493,1.3275492642298474,0.9049076411134833,0.7722548200541101,30,True,False,10.826528695207962,5,0.16666666666666666,92.29,4.454366666666667,1.0,0.0,8.767,7.87,2.059,0.0002780332930205631
fish_019,low_impact,clutch_A,24.0,9.396534379293044,6.96459337615859,2.2090805045356237,0.9177535040292727,0.9324466442051581,0.6836611339246271,30,True,False,6.179244319604177,4,0.13333333333333333,92.02,4.519333333333334,1.0,0.2,9.397,6.965,2.209,-0.000406623841409548
fish_020,low_impact,clutch_A,-1.0,9.890697026401053,4.245974518514472,2.2482106615069255,0.7080906239891707,0.8637342333822939,0.9903120944661876,30,True,False,9.933214225579317,10,0.3333333333333333,86.59,3.8180333333333336,1.0,0.4,9.891,4.246,2.248,-2.5481485528722203e-05
fish_020,low_impact,clutch_A,0.5,9.592018726834189,6.788516639610867,2.2724368793846557,1.0529924789359129,0.9068337334992251,0.829552582954299,30,True,False,10.410633850279192,7,0.23333333333333334,92.27,4.578633333333334,1.0,0.2,9.592,6.788,2.272,0.000516639610866676
fish_020,low_impact,clutch_A,1.0,9.475172378747224,4.649374005917124,2.692709585773691,0.9461682648952844,0.815171968839654,1.157099387242511,30,True,False,9.896411550259193,8,0.26666666666666666,89.45,4.322166666666666,1.0,0.0,9.475,4.649,2.693,0.00037400591712355435
fish_020,low_impact,clutch_A,5.0,8.182850507170668,5.307651600879607,2.2259899745364797,1.1665068801406346,0.8018069668858518,1.0667601317227926,30,True,False,13.666555039717796,5,0.16666666666666666,85.78,3.8088,1.0,0.2,8.183,5.308,2.226,-0.0003483991203925285
fish_020,low_impact,clutch_A,24.0,7.941127707106728,6.584460489403274,1.914993905002769,1.301689789877523,0.8537005638790849,0.8847886739289142,30,True,False,8.900236886977556,6,0.2,87.04,3.7739000000000003,0.8,0.0,7.941,6.584,1.915,0.0004604894032746998
fish_021,low_impact,clutch_A,-1.0,10.537194284127265,4.651644229565877,2.442388326105122,0.7157754694862577,0.8852659166402503,0.972964682796056,30,True,False,10.400495109894228,9,0.3,87.35,4.255266666666667,1.0,0.6,10.537,4.652,2.442,-0.0003557704341234924
fish_021,low_impact,clutch_A,0.5,11.748724036963013,9.57785398536511,1.8376031229497183,1.566111983156276,0.9274358476288433,0.8887942819092152,30,True,False,6.44020668752344,4,0.13333333333333333,80.82,5.615433333333332,1.0,0.8,11.749,9.578,1.838,-0.000146014634889724
fish_021,low_impact,clutch_A,1.0,10.907903603146574,7.419313877139019,2.14591226475784,0.9366800954326098,0.9411067711893453,0.7401455118113355,30,True,False,9.300086821283045,6,0.2,81.1,4.978866666666666,1.0,0.4,10.908,7.419,2.146,0.00031387713901942504
fish_021,low_impact,clutch_A,5.0,10.19536143002432,6.068231369354889,2.0717953893219545,1.0672687108411982,0.8735234372458964,1.035600650165702,30,True,False,12.805689576763319,7,0.23333333333333334,89.74,4.2927,1.0,0.2,10.195,6.068,2.072,0.0002313693548892104
